Id,Predict
963,1
964,1
965,0
966,0
967,1
968,0
969,0
970,1
971,1
972,1
973,2
974,1
975,1
976,1
977,0
978,0
979,1
980,1
981,2
982,2
983,1
984,1
985,1
986,0
987,1
988,1
989,2
990,0
991,0
992,2
993,1
994,1
995,1
996,1
997,1
998,1
999,2
