Id,Predict
731,2
732,1
733,0
734,2
735,1
736,1
737,1
738,1
739,2
740,2
741,2
742,2
743,2
744,2
745,1
746,2
747,0
748,2
749,0
750,0
751,1
752,2
753,1
754,2
755,2
756,0
757,0
758,2
759,1
760,1
761,0
762,1
763,2
764,0
765,1
766,2
767,1
768,2
769,0
770,2
771,1
772,0
773,1
774,1
775,1
776,1
777,2
778,2
779,1
780,1
781,2
782,1
783,0
784,1
785,0
786,2
787,1
788,1
789,1
790,0
791,0
792,0
793,2
794,2
795,1
796,0
797,2
798,0
799,1
800,2
801,2
802,0
803,1
804,1
805,0
806,2
807,1
808,2
809,1
810,1
811,1
812,1
813,2
814,1
815,2
816,1
817,1
818,1
819,1
820,2
821,1
822,0
823,1
824,1
825,1
826,2
827,1
828,1
829,1
830,1
831,2
832,2
833,1
834,2
835,1
836,2
837,2
838,1
839,0
840,1
841,1
842,0
843,0
844,2
845,0
846,0
847,2
848,1
849,2
850,0
851,1
852,2
853,1
854,2
855,0
856,1
857,1
858,0
859,2
860,1
861,0
862,1
863,1
864,1
865,2
866,0
867,0
868,1
869,1
870,2
871,1
872,1
873,1
874,1
875,1
876,0
877,1
878,2
879,1
880,1
881,2
882,2
883,2
884,2
885,0
886,2
887,1
888,1
889,2
890,2
891,1
892,1
893,1
894,2
895,2
896,1
897,2
898,1
899,2
900,0
901,0
902,1
903,1
904,0
905,2
906,1
907,1
908,2
909,0
910,1
911,1
912,2
913,2
914,0
915,1
916,0
917,1
918,2
919,2
920,0
921,2
922,1
923,2
924,1
925,2
926,2
927,0
928,2
929,1
930,0
931,2
932,1
933,0
934,1
935,1
936,2
937,0
938,2
939,2
940,1
941,2
942,2
943,2
944,2
945,1
946,1
947,2
948,0
949,2
950,1
951,1
952,2
953,2
954,0
955,1
956,1
957,0
958,1
959,0
960,2
961,0
962,2
963,2
964,2
965,1
966,1
967,2
968,1
969,1
970,1
971,0
972,1
973,2
974,2
975,1
976,1
977,2
978,1
979,2
980,2
981,2
982,0
983,1
984,0
985,1
986,2
987,1
988,0
989,0
990,1
991,2
992,2
993,2
994,0
995,2
996,0
997,2
998,0
999,2
